condition easy, random seed 617668
timestamp, left_pos_x, left_pos_y, left_pos_z, left_quat_x, left_quat_y, left_quat_z, left_quat_w, right_pos_x, right_pos_y, right_pos_z, right_quat_x, right_quat_y, right_quat_z, right_quat_w, head_pos_x, head_pos_y, head_pos_z, head_quat_x, head_quat_y, head_quat_z, head_quat_w, marker_pos_x, marker_pos_y, marker_pos_z, marker_quat_x, marker_quat_y, marker_quat_z, marker_quat_w
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0.09999999, 0, 0, 0, 0, 0, 0, 1, 0.196683, 0.3555022, 0.09900157, -0.3598661, 0.0223882, 0.1843939, -0.9143271, 0.001594257, 1.16961, 0.1386639, -0.08715568, 0, 0, -0.9961947, 0.1920257, 0.2990913, 0.1606637, -0.6178911, -0.4078521, -0.3953511, -0.5436589
0.15, 0, 0, 0, 0, 0, 0, 1, 0.201033, 0.3584261, 0.1025912, -0.3813396, 0.1263698, 0.1323309, -0.9061453, 0.00159433, 1.169529, 0.1386696, -0.08715568, 0, 0, -0.9961947, 0.1831199, 0.3015356, 0.1613168, -0.564401, -0.345633, -0.4713454, -0.5829434
0.2, 0, 0, 0, 0, 0, 0, 1, 0.2083439, 0.3618779, 0.1010833, -0.4051895, 0.2110833, 0.1023559, -0.8836225, 0.00159433, 1.169545, 0.1386468, -0.08715568, 0, 0, -0.9961947, 0.179312, 0.3035294, 0.1536067, -0.528048, -0.2790915, -0.5246287, -0.6066615
0.25, 0, 0, 0, 0, 0, 0, 1, 0.2239598, 0.3718395, 0.1067879, -0.4180542, 0.2420961, 0.1369112, -0.864798, 0.00159433, 1.169507, 0.1386924, -0.08715568, 0, 0, -0.9961947, 0.1881079, 0.3138991, 0.1554053, -0.5433664, -0.2329092, -0.5145799, -0.6210587
0.3, 0, 0, 0, 0, 0, 0, 1, 0.2179872, 0.4004164, 0.1464761, -0.4028822, 0.3229192, 0.1836024, -0.8364803, 0.001594329, 1.16947, 0.1387386, -0.08715568, 0, 0, -0.9961947, 0.1680737, 0.3496159, 0.190454, -0.5307216, -0.1536552, -0.4910477, -0.6734961
0.35, 0, 0, 0, 0, 0, 0, 1, 0.2019173, 0.4591413, 0.2122054, -0.3579357, 0.4344706, 0.2000395, -0.8019361, 0.001594329, 1.169469, 0.1387404, -0.08715568, 0, 0, -0.9961947, 0.1375199, 0.4206844, 0.2493556, -0.4685574, -0.06895322, -0.4751399, -0.7415805
0.4, 0, 0, 0, 0, 0, 0, 1, 0.2013071, 0.5336916, 0.2707883, -0.3216025, 0.5265986, 0.1648349, -0.7694772, 0.001594329, 1.169462, 0.138748, -0.08715568, 0, 0, -0.9961947, 0.128903, 0.5023081, 0.2986957, -0.3852465, -0.01102063, -0.492416, -0.7803782
0.45, 0, 0, 0, 0, 0, 0, 1, 0.224091, 0.6051555, 0.3240511, -0.3112821, 0.5731579, 0.08776575, -0.7529214, 0.001594329, 1.16944, 0.1387753, -0.08715568, 0, 0, -0.9961947, 0.1507217, 0.5709944, 0.3454067, -0.3102088, 0.002817541, -0.5440423, -0.7796029
