condition easy, random seed 852391
timestamp, left_pos_x, left_pos_y, left_pos_z, left_quat_x, left_quat_y, left_quat_z, left_quat_w, right_pos_x, right_pos_y, right_pos_z, right_quat_x, right_quat_y, right_quat_z, right_quat_w, head_pos_x, head_pos_y, head_pos_z, head_quat_x, head_quat_y, head_quat_z, head_quat_w, marker_pos_x, marker_pos_y, marker_pos_z, marker_quat_x, marker_quat_y, marker_quat_z, marker_quat_w
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0.09999999, 0, 0, 0, 0, 0, 0, 1, 0.1852604, 0.3558027, 0.1007209, -0.3621152, 0.03059451, 0.2161983, -0.906198, 0.001594257, 1.169612, 0.138662, -0.08715568, 0, 0, -0.9961947, 0.1772319, 0.2993027, 0.1619532, -0.6347866, -0.3870956, -0.3765593, -0.5526357
0.15, 0, 0, 0, 0, 0, 0, 1, 0.2166896, 0.3625227, 0.09635581, -0.4010407, 0.1459994, 0.1769127, -0.8868779, 0.00159433, 1.169527, 0.1386721, -0.08715568, 0, 0, -0.9961947, 0.1925899, 0.304427, 0.1515844, -0.5938005, -0.3013261, -0.4557078, -0.5907065
0.2, 0, 0, 0, 0, 0, 0, 1, 0.2648951, 0.3811059, 0.1000687, -0.4250347, 0.2363237, 0.1419568, -0.8621745, 0.00159433, 1.169508, 0.1386913, -0.08715568, 0, 0, -0.9961947, 0.2295029, 0.3223265, 0.1480111, -0.5519949, -0.2312756, -0.5133016, -0.6150892
0.25, 0, 0, 0, 0, 0, 0, 1, 0.3057308, 0.4153976, 0.12417, -0.4199162, 0.3117848, 0.1329127, -0.8418996, 0.001594329, 1.169475, 0.1387324, -0.08715568, 0, 0, -0.9961947, 0.2604228, 0.3597031, 0.1671981, -0.5140671, -0.1744552, -0.5325401, -0.6493857
0.3, 0, 0, 0, 0, 0, 0, 1, 0.3284182, 0.4603054, 0.1639644, -0.4181492, 0.4277527, 0.07927024, -0.7974303, 0.001594329, 1.169455, 0.1387565, -0.08715568, 0, 0, -0.9961947, 0.27202, 0.4067534, 0.1949084, -0.4301476, -0.08880189, -0.5873415, -0.679792
0.35, 0, 0, 0, 0, 0, 0, 1, 0.3400535, 0.520936, 0.2280492, -0.4071702, 0.5375042, -0.03546222, -0.7375935, 0.001594329, 1.169445, 0.1387693, -0.08715568, 0, 0, -0.9961947, 0.2799376, 0.4651121, 0.2446585, -0.2983962, -0.01853737, -0.668664, -0.6808118
0.4, 0, 0, 0, 0, 0, 0, 1, 0.3329744, 0.612229, 0.3195485, -0.3723236, 0.5982074, -0.2079501, -0.6784393, 0.001594329, 1.16944, 0.1387753, -0.08715568, 0, 0, -0.9961947, 0.2791749, 0.5489896, 0.3301544, -0.1293697, -0.004658878, -0.7568402, -0.6406519
0.45, 0, 0, 0, 0, 0, 0, 1, 0.2867662, 0.7483394, 0.411493, -0.2695998, 0.6086457, -0.417314, -0.61864, 0.001594329, 1.169446, 0.1387677, -0.08715568, 0, 0, -0.9961947, 0.2406271, 0.6811035, 0.4303773, 0.09163024, -0.05401719, -0.8095702, -0.577306
