condition easy, random seed 490612
timestamp, left_pos_x, left_pos_y, left_pos_z, left_quat_x, left_quat_y, left_quat_z, left_quat_w, right_pos_x, right_pos_y, right_pos_z, right_quat_x, right_quat_y, right_quat_z, right_quat_w, head_pos_x, head_pos_y, head_pos_z, head_quat_x, head_quat_y, head_quat_z, head_quat_w, marker_pos_x, marker_pos_y, marker_pos_z, marker_quat_x, marker_quat_y, marker_quat_z, marker_quat_w
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0.09999999, 0, 0, 0, 0, 0, 0, 1, 0.1953549, 0.3567188, 0.1022644, -0.3539019, 0.02030125, 0.1936426, -0.9147917, 0.001594257, 1.169622, 0.1386496, -0.08715568, 0, 0, -0.9961947, 0.1906149, 0.3010041, 0.1645501, -0.6207897, -0.4084742, -0.3851387, -0.5472086
0.15, 0, 0, 0, 0, 0, 0, 1, 0.2263688, 0.3621469, 0.09616701, -0.3841908, 0.1308969, 0.1329222, -0.9042097, 0.00159433, 1.169525, 0.1386732, -0.08715568, 0, 0, -0.9961947, 0.2076834, 0.3050082, 0.154409, -0.564648, -0.3404683, -0.4735855, -0.583927
0.2, 0, 0, 0, 0, 0, 0, 1, 0.2568408, 0.3775241, 0.08882429, -0.415543, 0.2627572, 0.1027979, -0.8647053, 0.00159433, 1.169521, 0.1386753, -0.08715568, 0, 0, -0.9961947, 0.2202696, 0.3193928, 0.1366719, -0.5136397, -0.2307712, -0.5409452, -0.6247379
0.25, 0, 0, 0, 0, 0, 0, 1, 0.3027279, 0.402265, 0.08160713, -0.4426882, 0.3110001, 0.1295744, -0.8309733, 0.001594329, 1.169495, 0.1387072, -0.08715568, 0, 0, -0.9961947, 0.2578285, 0.343887, 0.1213835, -0.5233674, -0.1621026, -0.5457436, -0.6340138
0.3, 0, 0, 0, 0, 0, 0, 1, 0.3456978, 0.4342945, 0.09419016, -0.4792919, 0.3428261, 0.1561255, -0.7927008, 0.001594329, 1.169456, 0.1387553, -0.08715568, 0, 0, -0.9961947, 0.2950821, 0.3751247, 0.1248998, -0.5425475, -0.09820664, -0.5504104, -0.6269341
0.35, 0, 0, 0, 0, 0, 0, 1, 0.3846396, 0.4796768, 0.1353235, -0.5113989, 0.3566957, 0.1872029, -0.7590747, 0.001594329, 1.169443, 0.1387716, -0.08715568, 0, 0, -0.9961947, 0.3303117, 0.4204749, 0.1587694, -0.5685787, -0.04871881, -0.5452676, -0.6140261
0.4, 0, 0, 0, 0, 0, 0, 1, 0.4143877, 0.5443053, 0.2112008, -0.5125781, 0.3733357, 0.1774211, -0.7525995, 0.001594329, 1.169433, 0.1387843, -0.08715568, 0, 0, -0.9961947, 0.3589314, 0.4854172, 0.2327157, -0.5560851, -0.03656818, -0.5553502, -0.617267
0.45, 0, 0, 0, 0, 0, 0, 1, 0.4267966, 0.6303683, 0.3194682, -0.4603551, 0.3982987, 0.06313442, -0.7908511, 0.001594329, 1.169441, 0.1387744, -0.08715568, 0, 0, -0.9961947, 0.375887, 0.5703316, 0.3479272, -0.4535784, -0.09553623, -0.6137885, -0.6390644
