condition easy, random seed 570132
timestamp, left_pos_x, left_pos_y, left_pos_z, left_quat_x, left_quat_y, left_quat_z, left_quat_w, right_pos_x, right_pos_y, right_pos_z, right_quat_x, right_quat_y, right_quat_z, right_quat_w, head_pos_x, head_pos_y, head_pos_z, head_quat_x, head_quat_y, head_quat_z, head_quat_w, marker_pos_x, marker_pos_y, marker_pos_z, marker_quat_x, marker_quat_y, marker_quat_z, marker_quat_w
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0, 0, 0, 0, 0, 0, 0, 1, 0.1816105, 0.3534481, 0.09694156, -0.357626, -0.00490161, 0.212916, -0.909256, 0.001594, 1.16992, 0.138642, -0.08715568, 0, 0, -0.9961947, 0.1793669, 0.296486, 0.1582309, -0.6414353, -0.4140283, -0.3659396, -0.5321932
0.09999999, 0, 0, 0, 0, 0, 0, 1, 0.1818735, 0.3573157, 0.1040673, -0.3663083, 0.07505772, 0.1825844, -0.9093116, 0.001594257, 1.16961, 0.1386645, -0.08715568, 0, 0, -0.9961947, 0.1690278, 0.3014745, 0.1650824, -0.6034575, -0.3696719, -0.415082, -0.5717419
0.15, 0, 0, 0, 0, 0, 0, 1, 0.1716732, 0.3603057, 0.09842516, -0.3870145, 0.203023, 0.1363876, -0.8890443, 0.00159433, 1.169549, 0.1386443, -0.08715568, 0, 0, -0.9961947, 0.1417902, 0.304835, 0.153526, -0.542357, -0.282869, -0.4904719, -0.6207023
0.2, 0, 0, 0, 0, 0, 0, 1, 0.1771907, 0.3685059, 0.09139897, -0.3808957, 0.2532173, 0.1559083, -0.8754953, 0.00159433, 1.169543, 0.1386492, -0.08715568, 0, 0, -0.9961947, 0.1387877, 0.3160948, 0.1441661, -0.5317559, -0.2381145, -0.4852321, -0.651987
0.25, 0, 0, 0, 0, 0, 0, 1, 0.1963002, 0.3819334, 0.08703189, -0.3652121, 0.2728546, 0.2014217, -0.8669485, 0.001594329, 1.169532, 0.1386623, -0.08715568, 0, 0, -0.9961947, 0.1526567, 0.3340595, 0.140036, -0.5424439, -0.2110506, -0.4495393, -0.6775889
0.3, 0, 0, 0, 0, 0, 0, 1, 0.2447086, 0.3951338, 0.08957724, -0.3630209, 0.2241497, 0.2595881, -0.8663641, 0.001594329, 1.169512, 0.1386869, -0.08715568, 0, 0, -0.9961947, 0.2048397, 0.3474294, 0.1456206, -0.5928377, -0.2247587, -0.3961269, -0.6641614
0.35, 0, 0, 0, 0, 0, 0, 1, 0.2990974, 0.414629, 0.1044812, -0.3391707, 0.1777054, 0.2872156, -0.8780041, 0.001594329, 1.169483, 0.1387222, -0.08715568, 0, 0, -0.9961947, 0.2652716, 0.3683972, 0.1655103, -0.6128645, -0.2606393, -0.3526564, -0.6573415
0.4, 0, 0, 0, 0, 0, 0, 1, 0.3554305, 0.4446026, 0.1371468, -0.2987466, 0.1487224, 0.284533, -0.8987063, 0.001594329, 1.16946, 0.1387507, -0.08715568, 0, 0, -0.9961947, 0.3276663, 0.4021253, 0.203712, -0.6003768, -0.3053747, -0.3258961, -0.6633897
0.45, 0, 0, 0, 0, 0, 0, 1, 0.4108136, 0.4919834, 0.193672, -0.2404089, 0.1373753, 0.2542639, -0.9266506, 0.001594329, 1.16945, 0.1387634, -0.08715568, 0, 0, -0.9961947, 0.3884345, 0.4566566, 0.2661791, -0.5556632, -0.3572649, -0.3127555, -0.6824838
